time	V(vcap)	I(C1)	I(V1)
1.117800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.118490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.125390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.126080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.131600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.132290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.139190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.139880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.145400000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.146090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.152990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.153680000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.159200000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.159890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.166790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.167480000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.173000000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.173690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.180590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.181280000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.186800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.187490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.194390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.195080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.200600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.201290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.208190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.208880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.214400000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.215090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.221990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.222680000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.228200000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.228890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.235790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.236480000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.242000000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.242690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.249590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.250280000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.255800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.256490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.263390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.264080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.269600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.270290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.277190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.277880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.283400000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.284090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.290990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.291680000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.297200000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.297890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.304790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.305480000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.311000000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.311690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.318590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.319280000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.324800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.325490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.332390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.333080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.338600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.339290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.346190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.346880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.352400000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.353090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.359990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.360680000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.366200000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.366890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.373790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.374480000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.380000000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.380690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.387590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.388280000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.393800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.394490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.401390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.402080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.407600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.408290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.415190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.415880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.421400000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.422090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.428990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.429680000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.435200000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.435890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.442790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.443480000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.449000000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.449690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.456590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.457280000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.462800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.463490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.470390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.471080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.476600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.477290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.484190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.484880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.490400000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.491090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.497990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.498680000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.504200000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.504890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.511790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.512480000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.518000000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.518690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.525590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.526280000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.531800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.532490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.539390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.540080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.545600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.546290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.553190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.553880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.559400000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.560090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.566990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.567680000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.573200000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.573890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.580790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.581480000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.587000000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.587690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.594590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.595280000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.600800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.601490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.608390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.609080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.614600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.615290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.622190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.622880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.628400000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.629090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.635990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.636680000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.642200000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.642890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.649790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.650480000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.656000000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.656690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.663590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.664280000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.669800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.670490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.677390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.678080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.683600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.684290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.691190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.691880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.697400000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.698090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.704990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.705680000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.711200000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.711890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.718790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.719480000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.725000000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.725690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.732590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.733280000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.738800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.739490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.746390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.747080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.752600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.753290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.760190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.760880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.766400000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.767090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.773990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.774680000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.780200000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.780890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.787790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.788480000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.794000000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.794690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.801590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.802280000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.807800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.808490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.815390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.816080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.821600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.822290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.829190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.829880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.835400000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
1.836090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
1.842990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.843680000000000e-06	1.000000e+00	0.000000e+00	8.470329e-22
1.849200000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.849890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.856790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.857480000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.863000000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.863690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.870590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.871280000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.876800000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.877490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.884390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.885080000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.890600000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.891290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.898190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.898880000000000e-06	1.000000e+00	0.000000e+00	4.235165e-22
1.904400000000000e-06	1.000000e+00	0.000000e+00	-6.352747e-22
1.905090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.911990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.912680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.918200000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
1.918890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.925790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
1.926480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.932000000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.932690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
1.939590000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
1.940280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
1.945800000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
1.946490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
1.953390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.954080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
1.959600000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
1.960290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
1.967190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
1.967880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.973400000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
1.974090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.980990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
1.981680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.987200000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
1.987890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
1.994790000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
1.995480000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.001000000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.001690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.008590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.009280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.014800000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.015490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.022390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.023080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.028600000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.029290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.036190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.036880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.042400000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.043090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.049990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.050680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.056200000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.056890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.063790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.064480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.070000000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.070690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.077590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.078280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.083800000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.084490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.091390000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.092080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.097600000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.098290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.105190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.105880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.111400000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.112090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.118990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.119680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.125200000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.125890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.132790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.133480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.139000000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.139690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.146590000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.147280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.152800000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.153490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.160390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.161080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.166600000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.167290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.174190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.174880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.180400000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.181090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.187990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.188680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.194200000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.194890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.201790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.202480000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.208000000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.208690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.215590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.216280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.221800000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.222490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.229390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.230080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.235600000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.236290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.243190000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.243880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.249400000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.250090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.256990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.257680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.263200000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.263890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.270790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.271480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.277000000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.277690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.284590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.285280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.290800000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.291490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.298390000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.299080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.304600000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.305290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.312190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.312880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.318400000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.319090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.319458460000000e-06	1.000000e+00	-1.040834e-17	0.000000e+00
2.325990000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.326680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.332200000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.332890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.339790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.340480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.346000000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.346690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.353590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.354280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.359800000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.360490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.367390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.368080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.373600000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.374290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.381190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.381880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.387400000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.388090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.394990000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.395680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.401200000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.401890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.408790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.409480000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.415000000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.415690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.422590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.423280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.428800000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.429490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.436390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.437080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.442600000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.443290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.450190000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.450880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.456400000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.457090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.463990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.464680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.470200000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.470890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
